Shop Name,Contact,Adress,State,City,GST
Neel Davids Salon (Noida),7895895301,Lotus Volevourd, Sec 100, Noida,Uttar Pradesh ,Noida,
Mukesh Unisex Salon  (Delhi),7895641209,Moti nagar ,Delhi ,Delhi,
Priya Makeover (Delhi ),7895356586,Dashrath Puri metro station 
Nearby Rajmandir ,Delhi ,Delhi ,
Glam Studios Unisex Salon  (Delhi ),7892749094,Main road Sant nagar ,Shop no 990,Delhi ,Delhi ,
Queen Beauty Academy  (Noida ),7892503495,B Block Market, Sec 15, Noida,Uttar Pradesh ,Noida ,
Rahul Groming Salon (West Delhi ),7889972434,Hari nagar ,Delhi,West Delhi ,
Golden Glam (Noida),7889274296,Shop No 4, Divyansh Mart, Gaur City 2, Greater Noida West ,Uttar Pradesh,Noida,
Style 365 Studio Salon (Delhi ),7889218506,Akta inqlab  1st floor above PNB Bank 
Buradi ,Delhi ,Delhi ,
Merecal Beauty Parlour  (Rajkot ),7889159010,Kisan. Para chowk,Gujrat ,Rajkot ,
Hair Mechanic Family Salon  (Kanpur ),7888875686,Naveen market ,Uttar Pradesh ,Kanpur ,
Canvas Makeover  (Kanpur ),7888836290,Lal bangla KDA,Uttar Pradesh ,Kanpur ,
Mascara Beauty Parlour  (Kanpur ),7888825208,Panki ,Uttar Pradesh ,Kanpur ,
Blizzard Salon (Kanpur ),7888786737,Rawatpur reve Moti,Uttar Pradesh,Kanpur ,
Absalout Salon (Gonda ),7888724858,Bus stand road Gonda ,Uttar Pradesh ,Gonda ,
Ash & Guls  Salon (Mumbai),7888520779,Nalasopara west ,Maharashtra,Mumbai,
Eminance Salon (Moradabad),7888475793,buddhi vihar,Uttar Pradesh,Moradabad,
Kviss Salon (Mawana ),7888369526,Hastinapur road ,UP,Mawana ,
Kivss Salon (Other),7888305205,Nagri,Andaman and Nicobar Islands,Other,
Queen Salon , Muktsar  (Jamshedpur ),7880955835,Mango,Jharkhand ,Jamshedpur ,
Karneet Kaur Luxury Salon  (Nagpur ),7880363194,Takli Godhni Road ,Maharashtra ,Nagpur ,
Lakme Beauty Parlour  (Gorakhpur),7877332900,Main market Bahraich ,Uttar Pradesh,Gorakhpur,
Mahi Bridal House  (Varanasi ),7876876712,Pandeypur ,Uttar Pradesh ,Varanasi ,
R J Beauty Parlor  (Noida),7874701911,Hazipur Village Sector 104, Noida ,Uttar Pradesh,Noida,
Enhance Salon  (Noida),7872961003,Hazipur Sec 104, Noida,Uttar Pradesh ,Noida,
Blush Berry Unisex Salon  (Noida ),7872816860,Shop No. 02 Ground Floor, JPS Galleria, Hazipur, Sector 104, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida ,
Mg Hair N Beauty Salon (Kolkata ),7870997867,4, Baghajatin Station Rd, SPD Block, Ajanta Park, Baghajatin Colony, Kolkata, West Bengal 700086,West Bengal ,Kolkata ,
Puri Makeover  (Ambikapur),7869999299,Shyamnagar ,Chhattisgarh,Ambikapur,
Mayra Unisex Salon  (Raipur),7869913307,Tatibandh ,Chhattisgarh,Raipur,
Glam Beauty Parlour  (Korba),7869863338,Niharika market ,Chhattisgarh,Korba,
Nu Yu Luxury Salon  (Raipur ),7869830406,Shankarnagar,chaupati,Chattisgarh ,Raipur ,
Nu Yu Unisex Salon (Raipur),7866985532,Ddu nagar,Chhattisgarh,Raipur,
Nu You Unisex Salon  (New Delhi),7860949006,A block safdarjung,Delhi,New Delhi,
Kamalaxmi Lbp (Central Delhi),7860293421,Minto road ,Delhi ,Central Delhi,
Scissors & Co (Delhi ),7859377253,Uttam Nagar ,Delhi ,Delhi ,
New Hair Miracle  (Delhi ),7854016287,Navada ,Delhi ,Delhi ,
 New Hair Miracle Unisex Salon  (West Delhi ),7844693686,Navada ,Delhi ,West Delhi ,
Perl Beauty Point  (West Delhi ),7841998052,Paharganj ,Delhi ,West Delhi ,
Radhey Beauty Parlor  (Mohali),7838995784,Product briefing ,Punjab,Mohali,
Radhey Beauty Point  (Achaljamu),7838480808,Tatisilve ,Jharkhand,Achaljamu,
A-5 Salon (Delhi ),7838434363,Rani Bagh gol chakkar ,Delhi ,Delhi ,
Zara Salon (Lucknow ),7838342985,Gomtinagar extension ,Up,Lucknow ,
Hair Correction Salon  (Meerut),7838162424,Near shoprix Mall ,Uttar Pradesh,Meerut,
Glamour Forever Salon (Meerut ),7838109350,Kanker khera ,UP ,Meerut ,
Maahira Unisex Salon  (Meerut),7838048555,Saket ,Uttar Pradesh,Meerut,
One Touch Salon  (Noida),7837968868,03, Ground Floor A, Shop No, 154, H Block, Sector 63, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Muskan Beauty Parlour  (Ghaziabad ),7837934512,Raj Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Simmi Makeover  (Noida),7837840026,Tulip Mall, Sec 46, Noida,Uttar Pradesh,Noida,
Chanks (Jodhpur),7837777127,Lal sagar Jodhpur ,Rajasthan,Jodhpur,
Beauty Care (Delhi ),7837737742,Dashrath Puri ,Delhi ,Delhi ,
Mom'S Daughter Makeover  (Moga),7837642771,Mane bazar , Moga ,Punjab,Moga,
Aradhna Makeover  (Moga),7837469899,Camp market, Moga ,Punjab,Moga,
Good Looks Makeup Studio  (Moga ),7837320102,Camp market, Moga ,Punjab ,Moga ,
Radhika Makeover (Moga),7836005454,Near bus stand, Moga ,Punjab ,Moga,
New Looks Salon (Varanasi ),7829447539,Vasaliganj Sai mandir ke samne Mirzapur ,Uttar Pradesh,Varanasi ,
 New Looks Salon  (Panchkula ),7827803844,Sco 128 sec 20 Panchkula ,Haryana ,Panchkula ,
New Look Salon  (Delhi ),7827754127,Uttam Nagar ,Delhi ,Delhi ,
Unique Beauty Saloon  (Chandigarh ),7827525646,Sec 44,Ut,Chandigarh ,
U Shine Beauty Salon  (Panchkula ),7827483576,Sec 11,Haryana ,Panchkula ,
U Shine Makeover  (Eranakulam ),7827311580,Erappuza commercial complex
I T i jn
Chenganoor ,Kerala ,Eranakulam ,
Sakshi Beauty Saloon  (Other),7827281054,Obrai road,Andaman and Nicobar Islands,Other,
D Glam Studio  (Other),7827233292,Tupudana ,Andaman and Nicobar Islands,Other,
Hair And Care Makeup Studio  (Jamshedpur),7826845629,Vijay Garden Gate No.3, Moharda, Baridih ,Jharkhand,Jamshedpur,
Jawed Habib Hair And Beauty Ratan Lal Nagar  (Other),7825893585,Bit,Andaman and Nicobar Islands,Other,
Belleza Makeup Studio  (Islampur ),7825893583,Islampur,West Bengal ,Islampur ,
Janhvi Beauty Salon (Varanasi ),7819365134,Mahmoorganj ,Uttar Pradesh ,Varanasi ,
Alice Jaid Beauty Salon  (Varanasi ),7817835770,Gangapur Road ,Uttar Pradesh ,Varanasi ,
Tabs 19 Salon  (Varanasi ),7816939586,Near union bank ATM , ITI Road Karoundi , Varanasi - 221005,Uttar Pradesh,Varanasi ,
Mamata Makeover  (Kanpur),7816449275,Ratan lal nagar ,Uttar Pradesh,Kanpur,
Sweety Jaiswal Makeover  (Kanpur ),7814871821,Ratan lal nagar ,Uttar Pradesh ,Kanpur ,
 Shahid By Zone Unisex Salon  (West Delhi ),7814616646,Vikas puri ,Delhi ,West Delhi ,
Shahid Makeover Beauty Salon  (Noida),7814578011,Spectrum Metro Mall,  Phase-1, TOWER-C, LGF-68, Sector 75, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Gaurikas Salon  (Noida),7814222218,Shop no. 40, Block- 1, Ganga Shopping Complex, Sector 29,Uttar Pradesh,Noida,
Blush Glow  (New Delhi),7813826024,Kirkintilloch extn,Delhi,New Delhi,
Beauty Byee Creative (East Delhi ),7809878090,3 som bazar road south anarkali,Delhi,East Delhi ,
The Royal Queen Makeup Studio Nd Academy  (Delhi ),7807302030,Uttam Nagar ,Delhi ,Delhi ,
Anu Beauty Salon  (Delhi ),7803010057,Uttam Nagar ,Delhi ,Delhi ,
Chandana Beauty Salon  (Noida),7800902605,Central Market, Sec 50, Noida,Uttar Pradesh,Noida,
Afeem Salon (Noida),7800623282,Shop.No.25, Gardenia Aims Glory, Sector 46, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida,
Sheasa Salon (Fatehghar churian ),7800373297,Near bus stand,Punjab ,Fatehghar churian ,
Stylin Beauty Saloon  (Faridkot ),7798232282,Old Jail Rd, near Dr. Siri Ram Hospital, Nahikhana, Faridkot, Punjab 151203,Punjab,Faridkot ,
Priya Salon  (FARIDKOT ),7798132335,Mane bazar, Faridkot ,Punjab,FARIDKOT ,
O Zone Unisex Salon Buy Shahid  (FARIDKOT ),7795466084,Mani bazar, near baba fread, Faridkot ,Punjab ,FARIDKOT ,
Sukoon Ladies Salon  (Nawashehar ),7789352616,Bus stand road ,Punjab,Nawashehar ,
Grace Beauty Parlour  (Moga),7784077779,Gali Number 1, New Town, Moga, Punjab 142001,Punjab,Moga,
Marine Claire (Nagpur),7782956372,Manewada Road ,Maharashtra,Nagpur,
Blush And Plush  (Chandigarh),7780952906,Sec 40,Punjab,Chandigarh,
Creative Hair Villa  (Abohar),7775011133,Mani bazar ,Punjab,Abohar,
Skin Care Point (Jodhpur),7774970077,Ratnada ,Rajasthan,Jodhpur,
Skin Care Point  (Varanasi ),7772888171,Nagwa Lanka ,Uttar Pradesh ,Varanasi ,
Harmeet Makeovers  (Varanasi ),7772008970,Lanka,Uttar Pradesh ,Varanasi ,
Harmeet Makeover  (Shimla),7771015122,Solan,Himachal ,Shimla,
Hair Masters Firozpur (Jamshedpur ),7763934447,Sonari market ,Jharkhand ,Jamshedpur ,
The Bella Cut Salon (Maldah),7760410456,I t i more,West Bengal,Maldah,
Admire Salon (Ahmadnagar),7758877581,Jaripatka ,Maharashtra,Ahmadnagar,
Golden Scissors Salon (Bangalore ),7756993334,R R nagar ,Karnataka ,Bangalore ,
Colour Carnival  (Kanpur ),7755801217,Shastri Nagar ,Uttar Pradesh ,Kanpur ,
Surbhi Salon (Modinagar ),7750951220,Niwadi Rord ,UP,Modinagar ,
Toni & Guy Salon (Meerut),7738946169,Sadar bazar ,Uttar Pradesh,Meerut,
Toni & Guy (Meerut ),7737553605,Sadar bazar ,UP,Meerut ,
Luxmi Salon (Meerut ),7737236253,Sadar ,UP,Meerut ,
Bounce Unisex Salon  (Batala),7736295653,Main bazar,Punjab,Batala,
She Salon  (Silchar),7719761696,Central road, silchar ,Assam,Silchar,
Devolment Salon (Guwahati ),7719536868,Pandu store gate ,Assam ,Guwahati ,
Femelly Salon  (Shiliguri),7717545526,Siliguri ,West Bengal,Shiliguri,
Kusumkali Beauty Parlour  (Rampur),7714028412,Rampur,Uttar Pradesh,Rampur,
Transform (Muzaffarnagar ),7713502505,Gandhi colony ,UP ,Muzaffarnagar ,
Apperance  (Meerut ),7711606759,Sadar bazar ,UP,Meerut ,
Rama Salon  (Kashipur ),7710597793,,Uttrakhand ,Kashipur ,
M S Vip Unisex (Meerut ),7709044084,Western road Meerut cant ,U P,Meerut ,
R K Unisex (Hamirpur),7708741294,Vpo Awahdevi district Hamirpur ,Himachal Pradesh,Hamirpur,
Pratimas Salon (Nagpur ),7704040961,Takli Godhni Road ,Maharashtra ,Nagpur ,
 Studeo One Salon  (Jodhpur ),7703877505,Chb,Rajsthan ,Jodhpur ,
Impeccable Unisex Salon  (Jodhpur),7701877879,Lal sagar Jodhpur ,Rajasthan,Jodhpur,
Deepak Salon (Jodhpur),7698885506,Sardarpura ,Rajasthan,Jodhpur,
Hair Raisers Salon  (Jodhpur ),7698384624,Sardarpura ,Rajsthan ,Jodhpur ,
Plaza Salon (Jodhpur ),7696927839,Sardarpura b road,Rajsthan ,Jodhpur ,
Hair Craft Unisex Salon  (Shiliguri),7696532815,Goghomali bazar, Siliguri ,West Bengal,Shiliguri,
Hair Flick (Shiliguri),7696505391,Iskcon road near Bank of india,West Bengal,Shiliguri,
Alisha S Empre Salon  (Shiliguri),7696493751,Pakurtala more,West Bengal,Shiliguri,
Creative Salon (Chandigarh ),7696011280,Sco 67 first floor sec 37c,UT ,Chandigarh ,
Glow And Touch Beauty Salon  (Coimbatore ),7695384751,Krg nagar 7th ,Tamilnadu ,Coimbatore ,
Mansi Chawla Makeover  (Kanpur ),7693688483,P road ,Uttar Pradesh ,Kanpur ,
Muskan Bp (Jodhpur ),7692834528,Sardarpura ,Rajsthan ,Jodhpur ,
The Signature Muse Luxury Salon (Allahabad ),7689560956,Preetam Nagar ,Uttar Pradesh ,Allahabad ,
The Style Zone (Ahmadnagar),7689113254,Jaripatka ,Maharashtra,Ahmadnagar,
Honey And Peaches  (North delhi),7688967096,Shalimarbagh,Delhi,North delhi,
Perfect Cut Salon (Noida),7687905456,Shop No. 6, First Floor, City Plaza, B Block Market, Sector 62, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Palak Salon (Delhi),7686548321,Tilak nagar ,Delhi ,Delhi,
Posh Salon (Thiruvananthapuram),7683033293,Poovar,Kerala,Thiruvananthapuram,
Jawed Habibs Unisex Salon Raj Nagar  (FIROZEPUR ),7683027219,Malwal Road, opposite Pantajli Store, Phase II, Vikas Colony, Firozpur, Punjab 152002,Punjab,FIROZEPUR ,
Herbal Unisex Salon  (Firozepur ),7682782856,Cantt , Firozpur ,Punjab,Firozepur ,
Shraddha Makeover  (Noida),7679745298,No 3, Shop No-1, Gali, Sec 104, near Sukhdham Residency, Hazipur, Sector 104, Noida, Uttar Pradesh 201304,Uttar Pradesh ,Noida,
Beauty Wellat Makeover  (Central Delhi),7678717654,Minto road ,Delhi ,Central Delhi,
Glow And Grace Beauty Salon  (Delhi ),7678635153,West Petal nagar ,Delhi ,Delhi ,
Glow And Grace  (Noida),7676796974,Shop.No.25, Gardenia Aims Glory, Sector 46, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
28° Degree Unisex Salon  (Delhi),7669955355,West Petal nagar ,Delhi,Delhi,
Hair Ministry Salon (Delhi),7669955353,Petal Nagar ,Delhi ,Delhi,
Craze (chandannagar),7669071755,shyamachran rakshit barbazar chandannagar ,hoogley,chandannagar,
The Beauty Launge (Kolkata ),7669070988,1st floor, 49 C, Purna Das Rd, Golpark, Hindustan Park, Gariahat, Kolkata, West Bengal 700029,West Bengal ,Kolkata ,
Eleve Salon (Delhi ),7668348738,Hari nagar ,Delhi ,Delhi ,
Cut N Style Salon (West Delhi ),7667242386,Hari nagar ,Delhi,West Delhi ,
Orane Acadmy  (Zirakpur ),7665755700,Chandigarh ambala highway,Punjab,Zirakpur ,
Villa Hair Sense Salon (Amritsar ),7657888736,Ghala mala chono near bliss bakery,Punjab ,Amritsar ,
Zara Unisex Salon  (Jodhpur ),7656778844,Paota ,Rajasthan ,Jodhpur ,
Glo Skin Beauty Care (Amritsar),7656453212,100ft road ,Punjab,Amritsar,
Filmistan Salon & Acedemy  (FARIDKOT ),7655825992,Mane bazar, Faridkot ,Punjab,FARIDKOT ,
Elegant Salon  (Amritsar ),7654534231,Jajh nagar near damuhi mandir,Punjab ,Amritsar ,
Deepali Salon (Kapurthala),7646825365,Busstand kapurthala ,Punjab,Kapurthala,
Haap Look Unisex Salon  (Kapurthala ),7637052584,Bus stand kapurthala,Punjab ,Kapurthala ,
The Infinity Unisex  (Kolkata ),7626951020,CJ 26, Ground, CJ Block, Sector II, Bidhannagar, Kolkata, West Bengal 700091,West Bengal ,Kolkata ,
Hai&Art Salonn (Varanasi ),7620342406,Lalpur Road,Uttar Pradesh ,Varanasi ,
Luxe Unisex Salon  (Meerut ),7616469758,Kuti churaha ,UP,Meerut ,
Shikha Makeover Makeup Saloon  (Agra ),7615871989,City Center khandari Agra,Uttar Pradesh,Agra ,
Makeup Studio Saloon & Academy  (Jodhpur),7607890076,Madore Jodhpur ,Rajasthan,Jodhpur,
Seasa Salon (Jodhpur),7607381157,Paota ,Rajasthan,Jodhpur,
Orchid Salon (Rayya),7607325739,Goindwal road ,Punjab ,Rayya,
Zic Unisex Salon  (Kanpur ),7607004581,Kaushal puri ,Uttar Pradesh ,Kanpur ,
Style Beauty Salon  (Amritsar),7597320298,C block Markit ,Punjab,Amritsar,
Prabhu Unisex Salon  (Amritsar ),7589161007,D block markit ,Punjab ,Amritsar ,
La Chic  (Noida),7582818000,Shop no 8, AIIMS GOLF AVENUE, 2, Sector 75, Noida, Uttar Pradesh 201304,Uttar Pradesh,Noida,
Supriya Makeover  (Delhi ),7578932230,Main MKT 
C-5 yamuna vihar ,Delhi ,Delhi ,
7 Om Beauty  (Noida),7578017226,Ganga Shopping Complex, Block 1, Sector 29, Noida PIN- 201301,Uttar Pradesh,Noida,
Nick'S Unisex Salon  (Noida),7575058838,Ganga Shoping Complex,  Sector 29,Uttar Pradesh,Noida,
Nicks Salon  (Noida),7570063333,F-142, Jagatpuri, Krishna Nagar Delhi ,Uttar Pradesh,Noida,
Archana Make Over  (Noida),7568965532,Shop-207, Modi Mall, Town Centre, Sector 25A, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Aboli Make Over  (Noida),7568282626,Modi Mall, First Floor, opp Stadium, Noida Sec 24,Uttar Pradesh ,Noida,
Awareness  (West Delhi ),7544857393,Vikas puri ,Delhi,West Delhi ,
Blush Beauty  (Bakhtawarpur),7541081467,Godra tower 1 sec-1A . dwarka ,Delhi,Bakhtawarpur,
Vijay Salon (Delhi),7535026110,Godara Tower, Shop No.1 Upper Ground Dwarka sector -,Delhi,Delhi,
Blush Bp (Delhi ),7529071533,Paschim vihar ,Delhi ,Delhi ,
Dusk Salon  (Other),7526954467,Narendra nagar ,Andaman and Nicobar Islands,Other,
Aarti Beauty Parlour  (rishra),7524959919,RISHRA PARK HOOGHLY,hooghly ,rishra,
Disha Lbp  (Modinagar ),7518818888,Modinagar ,UP,Modinagar ,
Blonde  (Kashipur ),7518762006,,Uttrakhand ,Kashipur ,
Maysa Beauty Parlor  (Meerut),7518595093,Gadhi colony ,Uttar Pradesh,Meerut,
Zaira Studio  (Kashipur ),7518178021,,Uttrakhand ,Kashipur ,
Professional Beauty Salon  (Haldwani ),7518021112,,Uttrakhand ,Haldwani ,
Farheen Makeover  (Noida),7510038880,Shop No. 14, Lotus Panache, Sector 110,Uttar Pradesh,Noida,
 Elegance Salon Firozpur City (Noida ),7509291555,Lotus Panache, Sector 110, Noida, Uttar Pradesh,Uttar Pradesh ,Noida ,
Ambrose (Rajkot ),7509276305,,Gujrat ,Rajkot ,
Queens Lounge  (Nagpur),7508551435,Besa road ,Maharashtra,Nagpur,
O7 Salon (Noida),7508333183,LGF- 16, Mahagun Mart, Gaur City 2, 
Greater Noida West,Uttar Pradesh,Noida,
Hair Studio (Delhi ),7508049954,Main sant Nagar chowk burari ,Delhi ,Delhi ,
Am Makeover  (Bazpur ),7505999059,,Uttrakhand ,Bazpur ,
Anuham Beauty Parlour  (Meerut),7505384143,Bhrampuri ,Uttar Pradesh,Meerut,
Raveena Salon (Meerut ),7500915190,Bhrampuri sunaro ki dharam shala ,UP,Meerut ,
Hair King Unisex Salon  (Kashipur ),7500234850,,Uttrakhand ,Kashipur ,
Hair King   (Delhi ),7500155007,Dwarka mod ,Delhi ,Delhi ,
Hair Tec Unisex Aalon (Noida),7489946723,Shop no 3, Chauhan Market, Shahdara, Sector 141, Noida, Uttar Pradesh 201305,Uttar Pradesh,Noida,
Deepa'S Nail & Skin (Noida),7488979068,Shop no 3, Chauhan Market, Shahdara, Sector 141, Noida, Uttar Pradesh 2013058448168666,Uttar Pradesh ,Noida,
Hair Treatment Salon (Bakhtawarpur),7485992125,Lajpat nagr,Delhi,Bakhtawarpur,
Tarun Hair Studio (Delhi ),7459884465,Ramesh Nagar ,Delhi ,Delhi ,
Creative Look Salon  (Delhi ),7459858012,Ramesh nagar ,Delhi ,Delhi ,
Black Head Unisex Salon  (Delhi ),7458919708,Ramesh nagar ,Delhi ,Delhi ,
Samriz Salon (Faridkot) (Noida),7457802522,AWHO Society Market, Greater Noida ,Uttar Pradesh,Noida,
Samriz Salon Faridkot  (Noida),7457484137,Sec 27, Atta Market, Noida,Uttar Pradesh,Noida,
Satyam  (East delhi),7456972796,Dilshad garden,Delhi,East delhi,
Stayam (Noida),7454990338,Shop no18-19, first floor, I block market, Block I, Sector 12, Noida,Uttar Pradesh,Noida,
The Belleriza Salon (Noida ),7454834743,first floor shop no, A2/31, main market, Shramik Kunj, Sector 110, Noida, Uttar Pradesh 201304,Uttar Pradesh ,Noida ,
Hair Matress Salon (Delhi ),7447799122,Above Bank of Baroda,main 100 futa road 
Sant Nagar burari Delhi 84,Delhi ,Delhi ,
Kaya Kalp Beauty Salon  (Delhi ),7439378506,Ramesh Nagar ,Delhi ,Delhi ,
Hair Trimmer Salon (Delhi ),7439242484,Paharganj ,Delhi ,Delhi ,
Jawad Habib Hair And Beauty Rave Moti Mall  (Noida),7428705151,Shop No. 35, 7th Avenue, Gaur City -1, Greater Noida West, 201301,Uttar Pradesh,Noida,
Tha Orchid Salon  (Noida),7428560851,Shop No. 35, 7th Avenue, Gaur City-1, Greater Noida West, Noida,Uttar Pradesh,Noida,
Smart Look Salon  (Noida),7428560005,Gaur City 1, Sector 4, Ghaziabad, Uttar Pradesh 201009,Uttar Pradesh,Noida,
Appinity Unisex Salon  (Delhi),7428455758,Hari nagar ,West Delhi ,Delhi,
Beauty Professional Salon  (West Delhi ),7428406404,Hari nagar ,Delhi,West Delhi ,
Blaze (Faridabad),7428272212,1st floor, Sco 138, Market, Sector 21C,Haryana,Faridabad,
Oxy Wave Salon (Kolkata ),7426098331,17, Baghajatin D Block Rd, SPD Block, Ajanta Park, Baghajatin Colony, Kolkata, West Bengal 700032,West Bengal ,Kolkata ,
Golden Scissors Unisex Salon (Achhnera),7426000751,Rithani ,Uttar Pradesh,Achhnera,
Golden Scissors  (Meerut ),7425942800,Rohta Road ,UP,Meerut ,
Golden Scissors Unisex Salon  (Muzaffarnagar ),7417850030,New Mandi ,UP ,Muzaffarnagar ,
I Beauty Parlour  (Modinagar ),7417424625,Modinagar ,UP,Modinagar ,
Behold Unisex Salon  (Meerut ),7417080109,323/6 Shastri Nagar ,UP,Meerut ,
Glanz Studio (Kharar),7415826751,Kharar ,Punjab ,Kharar,
Glance Studio (Patti),7415345205,Taran tarn road,Punjab ,Patti,
Huda' S Bridal Makeup Studio  (Varanasi ),7413922777,D 59/72_C_1, Opp. Satyam Plaza, Mahmoorganj Road - Varanasi - 221010,Uttar Pradesh,Varanasi ,
Huda' S Bridal Makeover  (Noida),7409485505,Y-58, opposite lal mandir, Block Y, Sector 12, Noida,Uttar Pradesh,Noida,
Crazy Cut Salon  (Meerut),7408633041,Rohta Road ,Uttar Pradesh,Meerut,
New Nachural Mango  (Amritsar),7408250007,A block Markit ,Punjab,Amritsar,
New Look Beauty Parlor  (Amritsar ),7407946961,Near starbucks  ranjit avenue ,Punjab ,Amritsar ,
New Look Beauty Zone  (Amritsar ),7407324724,Vijay nagar,Punjab ,Amritsar ,
Seerat Dhingra Makeover (Hamirpur),7398972440,Opposite Bus stand Nadaun market ,HIMACHAL PRADESH,Hamirpur,
Jawad Habib Hair And Beauty Rave Moti (Gorakhpur ),7398430684,Rustampur Gorakhpur ,Utter Pradesh ,Gorakhpur ,
Sii Bello Salon  (Nagpur ),7389812704,Friends colony ,Maharashtra ,Nagpur ,
Ak Salon (Mumbai),7387676448,Vasai East ,Maharashtra,Mumbai,
Gold Fever Parlour  (Lucknow ),7385922515,Chinhat ,Up,Lucknow ,
Luxury Salon  (Varanasi ),7384743139,Bhojubeer chauraha sindhaura Road Varanasi ,Uttar Pradesh,Varanasi ,
Luxury Salon & Acedemy  (Varanasi ),7383835510,Bhojubeer ,Uttar Pradesh ,Varanasi ,
Bhanu Salon And Makeup  (Lucknow ),7380703132,Sahara mall,Up,Lucknow ,
Forever Gorgeous  (Varanasi ),7379635862,D58/12 A, R Gandhi Nagar, Sigra Varanasi ,Uttar Pradesh,Varanasi ,
Mirror And Mirror Unisex Salon  (Moradabad ),7379022106,Line paar ,up,Moradabad ,
Guddiya Beauty Salon  (Kanpur ),7375484137,Govind Nagar ,Uttar Pradesh ,Kanpur ,
Te Beauty Club (Diglipur),7367970807,Vasai East ,Andaman and Nicobar Islands,Diglipur,
Reflection Beauty Parlor  (Maldah),7357778906,Buraburitala malda,West Bengal,Maldah,
Reflection Beauty Point  (Diglipur),7357210990,Main road palam vihar ,Andaman and Nicobar Islands,Diglipur,
Masco Unisex Salon (East delhi),7355500972,Agcr enclave karkardooma,Delhi,East delhi,
Jiyas Parlour  (Noida),7355417843,Shop number UGF, The Aranya, unnati market, 6 & 7, Aranya, Sector 119, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Real 7 (Delhi ),7355349717,Chhatarpur delhi ,Delhi ,Delhi ,
Angelic Salon  (Ghaziabad ),7355249716,Vashundhra Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Jawed Habib Hair & Beauty  (East delhi),7351563290,Ram nagar mandoli,Delhi,East delhi,
New Unisex Salon (Kanpur),7351328360,Ramdevi ,Uttar Pradesh,Kanpur,
Kanchan Make Up (Nagpur),7351220001,Manewada Road ,Maharashtra,Nagpur,
Queen Beauty Salon  (East delhi),7347500164,Kabool nagar shahdara,Delhi,East delhi,
Rocky Unisex Salon  (Delhi),7347396120,Tilak nagar ,Delhi ,Delhi,
Glory Salon (Delhi ),7340872412,H68 Rajouri garden ,Delhi ,Delhi ,
Aradhana Beauty Salon  (Faridabad),7340217137,First Floor, Sec 21C, Huda Market, Faridabad ,Haryana,Faridabad,
B Blound Unisex Salon  (Delhi),7340138018,Tilak nagar ,Delhi ,Delhi,
Hair & Beauty Makeup Studio  (Delhi ),7317311881,Tilak nagar ,Delhi ,Delhi ,
Nav Durga Beauty Salon  (Noida),7311110007,Purvanchal Society Shopping Complex, Sec 137, Noida ,Uttar Pradesh,Noida,
Sonam Chouhan Makeup Studio  (Noida),7310868903,UFG-26 Mahagun Mart, Greater Noida W Rd, Sector 4, Greater Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Br Salon (Moradabad),7310605287,manni chawk ,Uttar Pradesh,Moradabad,
Hair Track (Amritsar ),7310471234,Opp sandhu colony ,Punjab ,Amritsar ,
The Hair Art (Amritsar),7310054521,A block Markit ,Punjab,Amritsar,
( Matrix Salon) Heaven Beauty Salon (Nihal Singh Wala) (Amritsar ),7309563362,A block,Punjab ,Amritsar ,
 Heaven Beauty Salon (Nihal Singh Wala) (Kharar),7307912423,Kharar ,Punjab ,Kharar,
Jawad Habib Hair @ Beauty  (Amritsar ),7307444415,Sahid udam singh nagar,Punjab ,Amritsar ,
Anjali Rawat Salon  (Talwandi sabo),7307390389,Main bajar, talwandi sabo ,Punjab ,Talwandi sabo,
B Q Makeover  (Raipur),7304052296,Tatibandh ,Chhattisgarh,Raipur,
Bq Makeover  (ERANAKULAM ),7303748150,1st floor 
Ksrtc bus terminal 
Angamali ,Kerala ,ERANAKULAM ,
Flash Beauty Salon  (Lucknow ),7303727799,Malhor,Up,Lucknow ,
Bridal.Com Makeup Studio  (Adra),7303625098,Bhanunagar ,West Bengal,Adra,
Rose Salon (bagnan),7303139868,bagnan bus stop ,howrah,bagnan,
Flora Beauty Parlour  (Shiliguri),7302401408,Siliguri ,West Bengal,Shiliguri,
Glamour Emporium Salon (Shiliguri),7302185405,Matigara,West Bengal,Shiliguri,
Glamour Emporium  (Shiliguri),7300973739,Bhanunagar ,West Bengal,Shiliguri,
Shwet Makeover  (Shiliguri),7298456732,Siliguri ,West Bengal,Shiliguri,
Red Cherry Saloon  (Kolkata ),7295876264,Skyline Profulla, 3A, PC Sarkar Sarani, Ekdalia, Gariahat, Kolkata, West Bengal 700019,West Bengal ,Kolkata ,
Mevish Make Over (Pune),7291959000,Ambegao bk,Maharashtra ,Pune,
